CKG_NM,INQ_CNT,RCMM_CNT,SRAP_CNT,CKG_MTH_ACTO_NM,CKG_MTRL_ACTO_NM,CKG_KND_ACTO_NM,CKG_MTRL_CN,vegetarian_type
아포가토,2715,0,1,기타,달걀/유제품,디저트,['재료 아이스크림2스쿱 에스프레소1샷 초코시럽적당량 견과류약간'],Lacto-Ovo_Vegetarian
라이스페이퍼감자전,377,0,3,부침,채소류,메인반찬,['재료 감자4개 라이스페이퍼8장 식용유 허브솔트 전분가루2스푼 물8스푼'],Super_Vegan
콩비지볶음,277,0,2,볶음,콩/견과류,밑반찬,['재료 콩비지7컵 배추김치4컵 김치국물3컵 물2컵 삼겹살2줄 양파12개 당근12개 청양고추4개 대파20cm 새우젓2스푼 국간장1스푼'],Omnivore
참치덮밥,171,0,6,볶음,가공식품류,밥/죽/떡,['재료 참치1개 계란2개 밥1공기 양파12개 후추 마요네즈 식용유 설탕1티스푼 소금 소스 간장3스푼 미림1스푼 올리고당1스푼 물120ml'],Pescatarian
칠리소스계란튀김,75,0,1,튀김,달걀/유제품,기타,['재료 계란3개 부침가루2스푼 전분가루1스푼 물5스푼 식용유 소스 칠리소스'],Lacto-Ovo_Vegetarian
케찹소스계란튀김,69,0,1,튀김,달걀/유제품,기타,['재료 계란2개 물 부침가루2스푼 전분가루1스푼 식용유 케찹소스 케찹2스푼 칠리소스2스푼 간장12스푼 꿀12스푼'],Lacto-Ovo_Vegetarian
라면스프볶음밥,223,0,4,볶음,달걀/유제품,밥/죽/떡,['재료 밥2공기 라면스프1봉지 대파20cm 계란3개 굴소스12스푼 후추약간 깨12스푼 식용유'],Omnivore
김치부추부침개,131,0,3,부침,채소류,메인반찬,['재료 부추2줌 호박12개 배추김치2컵 부침가루4스푼 계란1개 물 식용유'],Pescatarian
고추장된장찌개,220,0,4,끓이기,채소류,찌개,['재료 된장2스푼 고추장1스푼 감자2개 호박12개 팽이버섯12개 양파1개 대파20cm 동전육수3개 다진마늘1스푼 물800ml'],Pescatarian
복숭아샌드위치,167,0,0,기타,과일류,빵,['재료 복숭아2개 리코타치즈2T 꿀1T 레몬즙1t 통밀빵4조각'],Lacto-Ovo_Vegetarian
감자부침개,173,0,3,부침,채소류,메인반찬,['재료 감자7개 부침가루4스푼 전분가루1스푼 물 식용유'],Super_Vegan
백김치삼겹살구이,123,0,2,굽기,돼지고기,메인반찬,['재료 삼겹살 백김치'],Omnivore
무수분앞다리살수육,154,0,2,찜,돼지고기,메인반찬,['재료 돼지 앞다리살1200g 대파1뿌리 통마늘10개 된장2스푼 월계수잎 소주'],Omnivore
냉수육소스,663,0,7,비빔,채소류,양념/소스/잼,['재료 대파 흰부분20cm 다진마늘1스푼 고춧가루1스푼 청양고추1개 식초2스푼 국간장2스푼 설탕1스푼 참기름1스푼'],Super_Vegan
그릭살구,26,0,0,기타,과일류,디저트,['재료 살구6개 그릭요거트약간'],Lacto-Ovo_Vegetarian
삼겹살묵은지말이찜,275,0,2,찜,돼지고기,메인반찬,['재료 묵은지12포기 삼겹살500g 양파1개대 김치양념2T'],Omnivore
어묵감자조림,586,0,6,조림,채소류,밑반찬,['재료 감자1개대 어묵2장 대파20cm 양파1개소 양념 간장1T 맛간장1T굴소스 대체가능 생강청13T 매실액1T 고춧가루12T 참기름톡'],Pescatarian
호박무침,109,0,2,무침,채소류,밑반찬,['재료 둥근호박1개 대파20cm 고추2개 국간장1스푼 진간장1스푼 다진마늘12스푼 고추가루2스푼 들기름1스푼 고추장12스푼 깨12스푼 도구 '],Super_Vegan
매운어묵탕,423,0,4,끓이기,가공식품류,국/탕,['재료 어묵10개 다시마2장 대파1대 무14개 청양고추4개 베트남고추7개 양념 물1000ml 국간장1T 참치액15T 맛술2T 고추장1T 다진마늘1T 청양고춧가루2T'],Pescatarian
상추두부샐러드,393,0,2,무침,채소류,샐러드,['기본 재료 1인분 로메인 상추5장 적상추5장 찐 계란1개 단단한 두부150g한살림 마른 두부  방울토마토56개 드레싱 재료 까나리 액젓1T 식초2T 고춧가루1t 참기름1t 백후추'],Pescatarian
토마토야채스프,139,0,2,끓이기,채소류,양식,['재료 토마토3개 호박13개 피망2개 당근23개 양파12개 마늘10개 치즈 양념 식용유3T 매실액2T 진간장3T 원당15T'],Lacto-Ovo_Vegetarian
수제핫바,839,0,1,튀김,해물류,메인반찬,['재료 흰살생선250g 오징어150g 새우150g 계란1개 미림3T 양파12개 당근12개 깻잎10장 밀가루5T 전분2T 설탕1t 소금2t 식용유'],Pescatarian
새우캘리포니아롤,415,0,1,튀김,해물류,기타,['재료 새우8개튀김용 크래미5개 오이 밥 식초2T 설탕1T 소금03t 김2장 스위트칠리소스 마요네즈 케첩'],Pescatarian
김치치즈전,131,0,1,부침,채소류,기타,['재료 부침가루300ml 김치150ml 양파12개 베이컨4줄 모짜렐라치즈 통모짜렐라치즈'],Omnivore
봄동된장나물,60,0,1,무침,채소류,밑반찬,['재료 봄동1포기 된장1큰술 참기름1큰술 다진마늘1큰술 통깨1큰술'],Super_Vegan
팥크림스프,278,0,0,끓이기,콩/견과류,스프,['재료 삶은 팥400g 우유400g 생크림300g 소금 후추'],Lacto-Ovo_Vegetarian
낙지삼계탕,563,0,1,끓이기,닭고기,국/탕,['재료 닭2마리영계 낙지2마리 대파 흰부분2대 한방재료1팩삼계탕용 대추4개 마늘10개 편생강1쪽 물2L 낙지 세척 시  밀가루1스푼'],Omnivore
부추훈제오리구이,502,0,1,굽기,육류,메인반찬,['재료 훈제오리400g 부추200g 홀그레인머스타드2스푼 꿀1티스푼'],Omnivore
무화과캐러멜휘낭시에,208,0,3,굽기,밀가루,과자,['재료 계란 흰자118g 설탕79g 소금1꼬집 박력분52g 아몬드 가루52g 베이킹파우더2g 캐러멜 소스41g 무염버터145g 무화과7개와인에 절인'],Lacto-Ovo_Vegetarian
무우밀푀유나베,895,0,1,끓이기,채소류,국/탕,['레시피 재료 무12개 다진소고기300g 부추1줌또는 쪽파 소면1줌 대파 흰대 양파12개 당근14개 다진마늘1T 다진소고기밑간용 간장1T 맛술1T 소금05T 후추05T 육수용 맛술1T 간장1T 치킨스톡1T 후추05T'],Omnivore
연어포케,896,0,4,절임,해물류,밥/죽/떡,['재료 연어340g 연어장 담금 소스 물15컵 양조간장50ml 설탕1스푼 올리고당1스푼 참치액1스푼 양파15개 청양고추1개 홍고추1개 마늘2톨 연어 포케 재료 보리밥13공기또는 귀리밥 오이12개 양파15개 노란 파프리카15개 방울토마토34개 상추3장 홍게간장1스푼또는 쯔유 참기름12스푼'],Pescatarian
닭육개장,334,0,17,끓이기,닭고기,국/탕,['매콤한 닭육개장 재료 닭가슴살500g 한우 사골곰탕2봉지 양파1개 무5cm 새송이 버섯2개 간장2큰술 생강청1큰술 연두2큰술 매운 고춧가루5큰술 파넉넉히'],Omnivore
들깨막국수,810,0,0,끓이기,가공식품류,면/만두,['재료 메밀국수 쪽파 깻잎 양념 맛간장2스푼 올리고당1스푼or 꿀 들기름2스푼 들깻가루1스푼 깨2스푼 김가루25장'],Vegan
해물채소찜,792,0,1,찜,해물류,메인반찬,['재료 준비 1인분 애호박80g 당근70g 표고버섯3개 자색양배추90g 깐 새우10마리중 낙지2마리중 소스 재료 양조간장05T 굴 농축액05T 식초05T 레몬즙05T 와사비1t 참기름1t'],Pescatarian
감자,803,0,34,비빔,채소류,밥/죽/떡,['재료 감자2개 감자 전분200g 물1컵 양념 다진마늘12큰술 진간장4큰술 설탕1작은술 고춧가루1큰술 다진 대파1큰술 아보카도오일3큰술'],Super_Vegan
밀가루쌀죽,496,0,1,끓이기,밀가루,밥/죽/떡,['재료 쌀100g 물500ml 밀가루1작은술'],Super_Vegan
스팸감자야채볶음밥,727,0,2,볶음,채소류,밥/죽/떡,['재료 밥 큰2공기 스팸 작은것1캔200g 감자1개 애호박13개 빨강 파프리카14개 노랑 파프리카14개 대파12대 식용유3T 후춧가루약간생략가능 양념재료 굴소스1T 진간장1T'],Omnivore
초계비빔국수,115,0,2,비빔,닭고기,면/만두,['재료 냉동 닭가슴살150g1팩 사리면1개 삶은달걀12개 양념 고추장1T 설탕05T 고춧가루05T 식초1T 참기름05T 간장1T 다진마늘05T 매실청05T'],Omnivore
장떡,230,0,0,부침,채소류,메인반찬,['장떡 재료 고구마 잎500g 부추100g 양파1개 청양고추7개 빨간고추8개 부침가루3컵 튀김가루2컵 고추장3큰술 된장15큰술 어간장2큰술 냉수300g 고구마 부침개 재료 장떡반죽 계란3개 소금12작은술 부침가루1컵 식용유약간'],Pescatarian
호박잎숙쌈,58,0,1,기타,쌀,밥/죽/떡,['호박잎 쌈장 재료 된장1컵 돼지고기다짐육100g 양파1개 청양고추2개 대파12대 마늘56개 다진마늘12수저 설탕2수저 깨소금12수저'],Omnivore
모듬장아찌,199,0,1,끓이기,채소류,기타,['재료 진간장600ml 물600ml 식초400ml 스테비아05컵 야채 곤드레잎 방풍잎 깻잎 차조기잎 취나물잎 비트잎'],Pescatarian
들깨삼계탕,916,0,23,끓이기,닭고기,국/탕,['재료23인분 닭1마리1키로 내외 삼계 한방재료1개35g 마늘1줌15개 대파12개 통후추1T 대추2개생략가능 소주50ml생략가능 굵은소금1T 국간장1T 후춧가루소량 다진파 들깨가루물 사골육수350ml 고운들깨가루13T180ml 찹쌀가루5T80ml'],Omnivore
소세지강정,336,0,1,볶음,가공식품류,밑반찬,['재료 소세지250g 견과류40g 식용유2T 통깨1T 양념장 설탕05T 진간장15T 케찹15T 다진마늘1T 올리고당2T 물2T'],Omnivore
그래놀라사과샐러드,142,0,1,기타,과일류,샐러드,['재료 사과1개 마요네즈2T 그래놀라30g'],Lacto-Ovo_Vegetarian
피스타치오리코타샌드위치,361,0,1,기타,기타,빵,['재료 치아바타1개 피스타치오10g 루꼴라15g 잠봉40g1장 리코타치즈3큰술 피스타치오 스프레드2큰술'],Lacto-Ovo_Vegetarian
삼겹살표고버섯고추잡채,163,0,4,볶음,돼지고기,메인반찬,['재료 삼겹살300g 표고버섯5개 고추2개 양파12개 다진마늘1T 식용유3T 굴소스2T 진간장1T 통깨'],Omnivore
알배추참치전,414,0,3,부침,채소류,밑반찬,['재료 배추잎10장 참치1캔150g 청양고추12개 쪽파3대 재료 진간장12큰술 참기름12큰술 계란1개 다진마늘1작은술 소금23꼬집 초간장 재료 진간장1큰술 식초1큰술 매실액12큰술'],Pescatarian
마약계란장,305,0,1,절임,달걀/유제품,밑반찬,['재료 계란10알 소금1큰술 식초2큰술 다진 쪽파4큰술 다진 당근2큰술 청양고추1개 홍고추12개 통깨1큰술 양념 진간장12컵 물12컵 맛술12컵 설탕5큰술 다진 마늘1큰술'],Lacto-Ovo_Vegetarian
가지맑은무침,97,0,0,무침,채소류,밑반찬,['재료 가지2개 참기름2T 다진마늘05T 참치액1T 통깨 설탕1T'],Pescatarian
김치김밥,309,0,3,기타,쌀,밥/죽/떡,['재료 김밥김1장 볶음김치3T 김밥햄1줄 계란2개 단무지1줄 밥1공기 참기름1T 통깨 맛소금1꼬집 슬라이스치즈1장'],Omnivore
마망고스무디,76,0,2,기타,기타,차/음료/술,['재료 마100g 냉동망고120g 우유200ml 얼음약간 꿀1T'],Lacto-Ovo_Vegetarian
명란오이김밥,295,0,1,기타,쌀,밥/죽/떡,['재료 김밥김1장 밥1공기 참기름1T 통깨 마요네즈 오이12개 명란2줄 계란2개'],Pescatarian
순두부달걀덮밥,128,0,4,끓이기,콩/견과류,밥/죽/떡,['재료 순두부1봉 양파14개 대파13대 달걀2개 진간장1T 올리고당05T 물조절 참기름 깨 현미유'],Lacto-Ovo_Vegetarian
고구마치즈스틱,394,0,2,튀김,채소류,디저트,['재료 라이스페이퍼6장 찐 고구마1개 아기치즈3장 우유1T 밀가루 달걀 빵가루 현미유'],Lacto-Ovo_Vegetarian
들기름두부조림,1186,0,11,조림,가공식품류,밑반찬,['재료 두부1모 간장2T 고춧가루1T 들기름1T 청양고추2개 파1움큼 설탕약간 간마늘1T'],Super_Vegan
양배추당근라페계란샌드위치,334,0,16,절임,채소류,빵,['재료 양배추당근 라페적당히 호밀빵4장 딸기쨈2큰술 버터15g 계란2개 쉬레드 치즈듬뿍 파슬리 가루조금'],Lacto-Ovo_Vegetarian
보리굴비,442,0,2,굽기,건어물류,메인반찬,['재료 보리굴비2마리 쌀뜨물넉넉히 올리브오일넉넉히'],Pescatarian
마늘쫑햄덮밥,63,0,1,볶음,가공식품류,밥/죽/떡,['재료 마늘쫑160g 햄200g 식용유1바퀴 다진마늘05큰술 진간장1큰술 굴소스05큰술 올리고당1큰술 참기름2큰술 통깨1큰술'],Omnivore
명란아보카도덮밥,194,0,2,비빔,기타,밥/죽/떡,['재료 밥 아보카도05개 명란2개 계란1개 김가루 참기름1수저 깨'],Pescatarian
명란버터마요소스,177,0,1,기타,기타,양념/소스/잼,['재료 백 명란젓갈3알 무염 버터10g 마요네즈2스푼 양념 후추2바퀴'],Pescatarian
와사비오이무침,214,0,1,무침,채소류,밑반찬,['재료 오이2개 소금07t 와사비양념 와사비1T 알룰로스1t 참기름1t 진간장1t 쯔유1t 식초05T 깨소금1T'],Pescatarian
초당옥수수찜,73,0,0,기타,채소류,디저트,['재료 초당옥수수15개'],Super_Vegan
호지차라떼,3151,0,0,기타,달걀/유제품,차/음료/술,['호지차베이스재료 호지차파우더10g 뜨거운 물40ml 그 외 재료 얼음적당량 우유110ml 에스프레소2샷'],Lacto-Ovo_Vegetarian
돼지고기묵은지지짐,187,0,4,조림,돼지고기,메인반찬,['재료 돼지고기500g목살앞다리살부위 묵은김치 작은1포기23쪽 홍고추12개청양 대파1개 양념 된장1큰술재래된장 다진마늘1큰술 생강술2큰술맛술 후추가루조금 알룰로스1티스푼'],Omnivore
닭한마리소스,1318,0,13,기타,기타,양념/소스/잼,['재료 닭한마리 육수5큰술 고춧가루3큰술 식초3큰술 올리고당3큰술 다진 마늘12큰술 연겨자12큰술 진간장15큰술 참치액젓1큰술'],Omnivore
고추장멸치조림,3183,0,2,볶음,해물류,밑반찬,['재료 고추장 고춧가루 다진마늘 설탕 물엿 버터'],Lacto-Ovo_Vegetarian
김치어묵볶음,617,0,4,볶음,채소류,밑반찬,['재료 어묵34장 대파 김치잘익은 간장 설탕물엿올리고당 가능'],Pescatarian
쪽파보관법,1161,0,1,기타,채소류,기타,['재료 대파 쪽파'],Super_Vegan
신김치계란말이,318,0,1,부침,달걀/유제품,밑반찬,['재료 달걀34개 신김치 설탕 대파'],Pescatarian
계란모닝빵,2554,0,120,굽기,밀가루,빵,['재료 모닝빵3개 계란3개소란 베이컨1줄 소금3꼬집 모짜렐라 치즈약간 파슬리가루약간'],Omnivore
수박참외주스,128,0,8,기타,과일류,차/음료/술,['재료 수박23컵 참외23컵 꿀1큰술 생크림14컵'],Lacto-Ovo_Vegetarian
날치알김치볶음밥,248,0,3,볶음,기타,밥/죽/떡,['재료 밥2공기 김치4줌 양파12개 날치알4큰술 고춧가루1작은술 참기름1큰술 식용유1큰술'],Pescatarian
문어초무침,1069,0,6,무침,해물류,메인반찬,['재료 문어500g 밀가루1큰술문어 세척용 물1L문어 데칠용 식초1큰술문어 데칠용 오이1개 무200g 소금12큰술오이 무 절임용 미나리12줌 식초12큰술미나리 세척용 양파12개 양념 고추장3큰술 고춧가루3큰술 식초3큰술 간장1큰술 설탕1큰술 매실액2큰술 다진마늘1큰술 깨12큰술'],Pescatarian
감자황태해장국,86,0,2,끓이기,건어물류,국/탕,['재료 황태채1줌 감자2알 양념 들기름1T 국간장05T 참치액1T 다진마늘05T 후추약간'],Pescatarian
참외볶음,223,0,1,볶음,과일류,메인반찬,['재료 참외3개 식용유3T 소금1T 다진마늘1T 참기름1T 볶은참깨1T'],Super_Vegan
메추리알꽈리고추장조림,958,0,3,조림,달걀/유제품,밑반찬,['재료 깐메추리알285g 꽈리고추손질후 42g 양파352g 대파30g 다시마2장3g 미림2큰술 황설탕1큰술 진간장60ml 올리고당30ml 물450ml'],Lacto-Ovo_Vegetarian
밴댕이젓무침,743,0,2,무침,해물류,김치/젓갈/장류,['밴댕이젓갈 무침 밴댕이15kg 청양고추3개 홍고추1개 대파12대 통마늘5개 밴댕이 젓갈무침 양념 다진마늘1수저 설탕1수저 참기름1수저 깨소금12수저'],Pescatarian
메추리알깻잎무침,139,0,3,무침,채소류,밑반찬,['재료 깻잎30장 메추리알20알 양파1개 양념 재료 물12컵 진간장4큰술 식초2큰술 설탕1큰술 고춧가루1큰술'],Lacto-Ovo_Vegetarian
크림치즈스프레드,243,0,0,비빔,밀가루,양념/소스/잼,['재료 크림치즈4T 호두10알 올리브10개슬라이스 할라피뇨4개슬라이스 양념 꿀1t'],Lacto-Ovo_Vegetarian
초코바나나또띠아롤,156,0,1,기타,가공식품류,디저트,['재료 바나나1개 또띠아1장 누텔라 슈가파우더생략가능'],Omnivore
밀떡볶이,474,0,1,볶음,기타,기타,['재료 밀떡500g 사각어묵2장 대파12대 양배추잎1장 다시마1장 물300ml 고추장2큰술 설탕2큰술 간장1큰술 쯔유1큰술 고춧가루1작은술'],Pescatarian
참외브리치즈오픈샌드위치,104,0,0,기타,과일류,디저트,['재료 참외1개 브리치즈1개 빵2조각 허브딜또는 파슬리 견과류 꿀견과류와 11 비율 올리브유 후추생략 가능'],Lacto-Ovo_Vegetarian
사골육수만두전골,466,0,3,끓이기,밀가루,면/만두,['재료 사골육수500ml 김치만두8개 표고버섯3개 홍고추1개 청양고추1개 당면2줌 대파12대 국간장1T 참치액1T 다시다12큰술 후추조금'],Omnivore
